79700,Heinävesi
86240,Pyhänkoski
97390,Kierinki
00900,Helsinki
02760,Espoo
07590,Askola
13720,Parola
50350,Norola
55700,Imatra
56800,Simpele
64260,Kaskinen
70101,Kuopio
74250,Nissilä
80130,Joensuu
03220,Tervalampi
07910,Valko
14610,Lepaa
15141,Lahti
19650,Joutsa
32560,Virttaa
35750,Väärinmaja
39501,Ikaalinen
39965,Karviankylä
43520,Kiminki
48710,Kotka
70500,Kuopio
74670,Rapakkojoki
80770,Kontiolahti As
83940,Nunnanlahti
99450,Palojoensuu
99670,Petkula
00331,Helsinki
00511,Helsinki
00650,Helsinki
02140,Espoo
08501,Lohja
30420,Forssa
36430,Sahalahti
40400,Jyväskylä
44170,Hietama
63920,Inha
68920,Forsby
91750,Liminpuro
95410,Tornio
95640,Juoksenki
00022,Tilastokeskus
00760,Helsinki
02320,Espoo
21660,Nauvo
26930,Vermuntila
31380,Letku
34510,Luode
52980,Ahvenainen
62720,Sissala
89110,Törmänmäki
92180,Lapaluoto
95840,Venejärvenkylä
98850,Kuosku
04380,Tuusula
00081,A-Lehdet
11111,Riihimäki
16270,Villikkala
21930,Uusikartano
27450,Harola
31641,Humppila
53900,Lappeenranta
59520,Saari Kk
63101,Kuortane
72310,Niinivesi
77480,Savuniemi
82220,Niittylahti
82501,Kitee
86550,Mieluskylä
92610,Vorna
05800,Hyvinkää
12600,Läyliäinen
16790,Manskivi
17440,Vähimaa
21230,Lemu
45911,Voikkaa
60280,Seinäjoki
61180,Haapaluoma
63450,Löyä
66470,Jukaja
78210,Varkaus
79190,Valkeamäki
82840,Pirttiaho
86980,Väliaho
91210,Jakkukylä
01300,Vantaa
03790,Vihtijärvi
13210,Hämeenlinna
25560,Koski As
38720,Vihteljärvi
41900,Petäjävesi
42600,Multia
46900,Inkeroinen
51880,Koikkala
52360,Someenjärvi
58300,Savonranta
66710,Kaitsor
70870,Hiltulanlahti
75501,Nurmes
01530,Vantaa
01680,Vantaa
04301,Tuusula
10470,Fiskari
29320,Leineperi
33251,Tampere
37470,Vesilahti
47490,Mankala
51460,Luusniemi
71460,Paukarlahti
71760,Ahkionlahti
75990,Höljäkkä
94900,Kemi
97840,Lehtiniemi
70401,Kuopio
04601,Mäntsälä
29860,Otamo
37800,Akaa
41231,Uurainen
57710,Savonlinna
64701,Teuva
65170,Vaasa
85150,Typpö
89540,Moisiovaara
95300,Tervola
32770,Huhtamo
41860,Tikkala
42440,Koskenpää
46810,Ummeljoki
51820,Hatsola
52320,Vitsiälä
58201,Kerimäki
70800,Kuopio
97370,Unarin-Luusua
99800,Ivalo
01510,Vantaa
01661,Vantaa
04260,Kerava
24280,Salo
29270,Hormisto
33231,Tampere
43100,Saarijärvi
47440,Sääskjärvi
66950,Munsala
71330,Räsälä
94800,Kemi
97650,Juotas
97810,Suorsa
99990,Nuorgam
15111,Lahti
25370,Pertteli
29811,Siikainen
33470,Ylöjärvi
37370,Vesilahti
37740,Haukila
41210,Jokihaara
57510,Savonlinna
61950,Juonikylä
64610,Ylimarkku
74630,Heinäkylä
98101,Kemijärvi
08480,Lohja
15500,Lahti
20100,Turku
22930,Fiskö
33711,Tampere
49401,Hamina
62240,Huhmarkoski
65410,Sundom
81290,Ukkola
85540,Nivala
00033,Mtv
00800,Helsinki
02380,Espoo
07230,Askola
21720,Korpoström
22150,Jomala
27130,Eurajoki
31460,Hirsjärvi
34640,Mustajärvi
73350,Haluna
92260,Kopsa
92810,Pelsonsuo
95920,Saaripudas
98960,Naruska
00102,Eduskunta
21101,Naantali
31720,Urjalankylä
32140,Ypäjä As
35301,Orivesi
54120,Pulp
59730,Uukuniemi
60550,Nurmo
82601,Tohmajärvi
86680,Vatjusjärvi
90840,Haukipudas
96440,Rovaniemi
99230,Jeesiöjärvi
00210,Helsinki
12750,Pilpala
16960,Iso-Evo
17510,Nyystölä
21270,Nousiainen
25660,Mathildedal
41970,Huttula
78400,Varkaus
82900,Ilomantsi
04131,Sipoo
13330,Harviala
18130,Heinola
21490,Marttila
42720,Keuruu
46950,Ahvio
51980,Lauteala
52551,Hirvensalmi
58420,Silvola
66820,Komossa
83450,Vaivio
01721,Vantaa
04370,Rusutjärvi
10230,Inkoo As
10601,Tammisaari
29601,Noormarkku
33330,Tampere
37120,Nokia
37560,Lempäälä
47760,Huhdasjärvi
48310,Kotka
53100,Lappeenranta
58810,Kallislahti
95160,Oijärvi
97700,Ranua
97900,Posio
02010,Lähitapiola
04770,Sahakylä
33531,Tampere
33840,Tampere
37860,Kärjenniemi
41325,Laukkavirta
45330,Harju
65231,Vaasa
66280,Taklax
68380,Yli-Ullava
85230,Talus
93190,Yli-Siurua
98360,Vuostimo
15561,Nastola
20210,Turku
23140,Hietamäki
38360,Sastamala
41540,Ristimäki
62310,Voltti
65610,Mustasaari
81450,Huhus
85800,Haapajärvi
02130,Espoo
20520,Turku
20780,Kaarina
23880,Suontaka
28360,Pori
28840,Pori
32830,Riste
45130,Kouvola
49900,Virolahti
54950,Pettilä
55910,Imatra
61410,Ylistaro As
66230,Korsbäck
90400,Oulu
90560,Oulu
00920,Helsinki
02771,Espoo
07680,Askola
14690,Torvoila
25110,Kruusila
43101,Saarijärvi
50600,Mikkeli
61720,Koskue
64740,Horo
70150,Kuopio
74301,Sonkajärvi
83750,Sotkuma
99490,Kilpisjärvi
03300,Otalampi
07940,Loviisa
15170,Lahti
19700,Sysmä
43610,Aho
48770,Kotka
74701,Kiuruvesi
80850,Paihola
99695,Tankavaara
00350,Helsinki
00521,Helsinki
00670,Helsinki
02151,Espoo
08701,Lohja
26100,Rauma
36570,Kaivanto
40500,Jyväskylä
44201,Suolahti
49460,Hamina
54430,Hujakkala
68601,Pietarsaari
68970,Överpurmo
88640,Ontojoki
91790,Nuojua
95430,Tornio
95660,Kantomaanpää
98570,Aapajärvi
00026,Basware
00771,Helsinki
21680,Nötö
22100,Mariehamn
27100,Eurajoki
34600,Ruovesi
62750,Saukonkylä
82300,Rääkkylä
92230,Mattilanperä
95900,Kolari
98920,Kelloselkä
00098,Varma
73850,Ala-Luosta
11310,Riihimäki
16301,Orimattila
27510,Eura
31700,Urjala As
32100,Ypäjä
35260,Hoivamäki
39100,Hämeenkyrö
54100,Joutseno
60450,Munakka
72360,Närhilä
77580,Tihusniemi
82580,Juurikka
92650,Laakkola
96400,Rovaniemi
99190,Hanhimaa
00191,Helsinki
12700,Loppi
16900,Lammi
17500,Padasjoki
21250,Masku
41925,Ylä-Kintaus
46140,Vekaranjärvi
61250,Jalasto
63510,Lehtimäki Kk
78300,Varkaus
79265,Puponmäki
82865,Kokinvaara
87100,Kajaani
88200,Otanmäki
03870,Hyönölä
13250,Hämeenlinna
21450,Tarvasjoki
25630,Särkisalo
38760,Venesjärvi
42700,Keuruu
46910,Anjala
51901,Juva
52510,Hietanen
58360,Säimen
66800,Oravainen
70910,Vuorela
99860,Nellim
01710,Vantaa
04321,Tuusula
29350,Palus
33300,Tampere
37100,Nokia
37530,Lempäälä
47610,Kymentaka
61270,Luopajärvi
67101,Kokkola
71490,Airaksela
71800,Siilinjärvi
76101,Pieksämäki
97680,Saari-Kämä
97880,Nolimo
04680,Hirvihaara
22411,Godby
33520,Tampere
37830,Akaa
41270,Lannevesi
58140,Ahvensalmi
65201,Vaasa
66260,Svarvar
85200,Alavieska
89601,Suomussalmi
95315,Törmä
15550,Nastola
23101,Mynämäki
33801,Tampere
62295,Kauhajärvi
65470,Rimal
81390,Revonkylä
85660,Nivala
93170,Pudasjärvi
93590,Vanhala
22140,Mariehamn
07190,Halkia
15871,Hollola
20500,Turku
20751,Turku
23800,Laitila
28260,Harjunpää
28760,Pori
32801,Kokemäki
45101,Kouvola
49840,Mäntlahti
61380,Polvenkylä
66201,Korsnäs
69601,Kaustinen
73301,Nilsiä
33730,Tampere
49411,Poitsila
62280,Mustamaa
81330,Luhtapohja
85620,Nivala
93440,Loukusa
07150,Laukkoski
15860,Hollola
20381,Turku
20740,Turku
23600,Kalanti
28220,Pori
40930,Kinkomaa
44970,Korppinen
49770,Salo-Miehikkälä
54850,Kuukanniemi
61350,Huissi
66141,Övermalax
69550,Kanala
73250,Korpijärvi
79660,Kerisalo
86210,Petäjäskoski
90240,Oulu
02550,Evitskog
07560,Pukkila
13700,Parolannummi
35220,Eräjärvi
55510,Imatra
56640,Purnujärvi
61630,Hirvijärvi
73770,Säyneinen
96301,Rovaniemi
99170,Pulju
03100,Nummela
32500,Oripää
35700,Vilppula
39430,Röyhiö
43490,Kangasaho
51440,Vuojalahti
70421,Kuopio
97220,Sinettä
99420,Peltovuoma
99655,Sattasvaara
00320,Helsinki
00500,Helsinki
00630,Helsinki
18101,Heinola
25950,Rosala
30100,Forssa
36280,Pikonlinna
40341,Jyväskylä
44150,Äänekoski
48601,Kotka
63890,Hautakylä
68555,Bosund
68870,Edsevö
83330,Kaatamo
88601,Sotkamo
91720,Oterma
95401,Tornio
00018,Ilmarinen
02280,Espoo
21620,Kuusisto
26820,Rauma
31350,Liesjärvi
34450,Jäminkipohja
58700,Sulkava
88940,Kuumu
92140,Pattijoki
95620,Aavasaksa
95800,Sieppijärvi
98820,Värriö
00053,Vero
11100,Riihimäki
16201,Artjärvi
21890,Haveri
27401,Kiukainen
31620,Latovainio
45200,Kouvola
53830,Lappeenranta
59410,Kirjavala
62950,Paalijärvi
72220,Eliaksela
77380,Kantala
95590,Tornio
01810,Luhtajoki
04480,Haarajoki
10410,Åminnefors
10901,Hanko
15950,Lahti
21820,Kumila
53501,Lappeenranta
62600,Lappajärvi
62870,Vinni
71720,Käärmelahti
77140,Vanaja
82120,Keskijärvi
82380,Tolosenmäki
05401,Jokela
12240,Hikiä
16540,Mertie
21160,Merimasku
33701,Tampere
38201,Sastamala
41410,Kankainen
45701,Kuusankoski
72550,Säviä
86790,Venetpalo
01180,Kalkkiranta
32701,Huittinen
33960,Pirkkala
41750,Havumäki
42140,Juokslahti
46570,Saaramaa
51670,Nykälä
65930,Södra Vallgrund
66400,Laihia
66600,Vöyri
70621,Kuopio
97320,Marrasjärvi
33006,Vastauslähetys
01420,Vantaa
01630,Vantaa
24130,Salo
28540,Pori
33180,Tampere
61550,Orismala
66900,Uusikaarlepyy
71201,Tuusniemi
90470,Varjakka
94600,Kemi
97615,Tennirova
37630,Valkeakoski
37960,Akaa
41350,Laukaa As
45410,Utti
65301,Vaasa
77630,Lempyy
97950,Säikkä
98440,Kallaanvaara
05831,Hyvinkää
23310,Taivassalo
33881,Lempäälä
38490,Haukijärvi
41630,Oravasaari
62375,Ylihärmä
65730,Jungsund
66320,Niemenkylä
66531,Koivulahti
90140,Oulu
93250,Sarajärvi
97240,Sonka
01370,Vantaa
28401,Ulvila
61470,Kitinoja
90440,Kempele
94400,Keminmaa
97530,Yli-Nampa
07750,Isnäs
14200,Turenki
82200,Hammaslahti
86480,Karhukangas
92530,Mankila
05510,Hyvinkää
06101,Porvoo
12450,Vähikkälä
16670,Lappila
21210,Raisio
38280,Sastamala
41500,Hankasalmi As
45750,Sairaalamäki
60200,Seinäjoki
63400,Alavus As
66441,Tervajoki
79150,Konnuslahti
82815,Marjovaara
86850,Hiidenniemi
01261,Vantaa
03620,Karkkila
17320,Asikkala
99940,Näätämö
25260,Vaskio
29720,Lamppi
33410,Tampere
37200,Siuro
51340,Hännilä
56410,Kaiturinpää
57210,Savonlinna
61860,Harja
80330,Reijola
83700,Polvijärvi
83870,Polvela
89210,Puokiovaara
95230,Maksniemi
08151,Lohja
14980,Kuohijoki
22810,Seglinge
40270,Palokka
43960,Saarensalmi
74540,Kotikylä
81230,Mönni
84650,Ylivieska
85430,Sievi
89680,Vaaranniva
00720,Helsinki
02240,Espoo
15701,Lahti
40660,Jyväskylä
44401,Konginkangas
49240,Purola
49630,Vehkajoki
54710,Lemi
61280,Jokipii
68800,Kolppi
69310,Laitala
73101,Lapinlahti
81660,Lehmikylä
02431,Masala
06530,Kerkkoo
07370,Pellinki
27260,Lappi
34870,Visuvesi
44790,Kotvala
55101,Imatra
69850,Patana
73601,Kaavi
92450,Luohua
95750,Orajärvi
00141,Helsinki
02660,Espoo
27750,Köyliö
31860,Tursa
32280,Metsäkorpi
35520,Pirttikangas
63340,Sapsalampi
91100,Ii
96910,Rovaniemi
99310,Yli-Muonio
00260,Helsinki
00410,Helsinki
13101,Hämeenlinna
21340,Tortinmäki
39701,Parkano
61100,Peräseinäjoki
63701,Ähtäri
78900,Varkaus
91601,Utajärvi
99560,Orakylä
00390,Helsinki
00570,Helsinki
17801,Kuhmoinen
19160,Huutotöyry
21540,Preitilä
25830,Västanfjärd
26200,Rauma
31170,Savijoki
42850,Pohjaslahti
47260,Ratula
52720,Karankamäki
58550,Putikko
64230,Närpiö As
75790,Rumo
83550,Kokonvaara
88380,Mieslahti
88820,Katerma
91950,Temmes
95530,Tornio
04440,Järvenpää
10350,Meltola
10710,Snappertuna
21770,Mossala
41120,Puuppola
48100,Kotka
53400,Lappeenranta
62540,Vasikka-Aho
62840,Lakaniemi
67900,Kokkola
71680,Pulkonkoski
76940,Nenonpelto
81970,Jongunjoki
97970,Sirniö
02120,Espoo
05250,Kiljava
12130,Mommila
16450,Mallusjoki
38130,Sastamala
41390,Äijälä
45610,Koria
59820,Purujärvi
72490,Saarinen
82360,Onkamo
98510,Saunavaara
05850,Hyvinkää
23390,Iniö
28100,Pori
38600,Lavia
46450,Enäjärvi
51600,Haukivuori
66350,Tainus
66560,Österhankmo
70600,Kuopio
85940,Räisälänmäki
93280,Syöte
97280,Tapio
01391,Vantaa
20880,Turku
24101,Salo
28450,Vanha-Ulvila
42101,Jämsä
61501,Isokyrö
90451,Kempele
94450,Keminmaa
97580,Misi
07810,Ingermaninkylä
19480,Hartosenpää
22220,Emkarby
25230,Angelniemi
29180,Peränkylä
33380,Pitkäniemi
51310,Levä
56310,Syyspohja
57170,Savonlinna
61840,Norinkylä
64440,Metsälä
70280,Kuopio
74120,Iisalmi
80230,Joensuu
90650,Oulu
95210,Filpus
08100,Lohja
14870,Tuulos
15240,Lahti
19920,Pappinen
43900,Kinnula
62175,Ylikylä
64900,Isojoki
74470,Paloinen
74980,Tihilänkangas
81201,Eno
85340,Sievi
89640,Pesiökylä
02211,Espoo
09810,Nummi
20250,Turku
22710,Föglö
36810,Kuhmalahti
40630,Jyväskylä
44350,Istunmäki
49200,Heinlahti
49540,Metsäkylä
54550,Suo-Anttila
72950,Porttila
81570,Kelvä
00041,Elo
02420,Jorvas
06400,Porvoo
07320,Jakari
27230,Lappi
31501,Koski Tl
34300,Kuru
34800,Virrat
44740,Keitelepohja
73500,Juankoski
92401,Ruukki
95710,Naamijoki
99100,Kittilä
00130,Helsinki
00940,Helsinki
02621,Espoo
21140,Rymättylä
31810,Oriniemi
35500,Korkeakoski
39180,Herttuala
43220,Mahlu
63301,Alavus
82675,Niirala
96700,Rovaniemi
99290,Kelontekemä
00241,Helsinki
17120,Paimela
21291,Rusko
25420,Lahnajärvi
32250,Kojonkulma
39620,Kovesjoki
60760,Pojanluoma
63660,Ähtärinranta
78850,Varkaus
82960,Lehtovaara
87400,Kajaani
90910,Kontio
91510,Rova
00003,Vastauslähetys
00371,Helsinki
17740,Kasiniemi
19110,Vierumäki
21520,Naskarla
25760,Kiila
31140,Menonen
42820,Riiho
47200,Elimäki
52150,Hauhala
58500,Punkaharju
64201,Närpiö
71170,Laukka-Aho
75710,Karhunpää
88310,Melalahti
88740,Härmänkylä
91901,Liminka
95490,Tornio
01620,Vantaa
01750,Vantaa
04420,Järvenpää
10320,Karjaa
21740,Utö
52700,Mäntyharju
53200,Lappeenranta
58910,Rantasalmi As
62510,Kuoppa-Aho
67701,Kokkola
71650,Hirvilahti
71890,Hamula
76780,Lamminmäki
81860,Viekijärvi
02101,Espoo
05100,Röykkä
11910,Riihimäki
16350,Niinikoski
33580,Tampere
69410,Sykäräinen
02470,Upinniemi
07410,Kråkö
34950,Ohtola
50101,Mikkeli
55121,Imatra
69950,Perho
73640,Sivakkavaara
79520,Viljolahti
79940,Vihtari
96101,Rovaniemi
99130,Sirkka
00971,Helsinki
02700,Kauniainen
02921,Espoo
07830,Pukaro
27801,Säkylä
35540,Juupajoki
39290,Vesajärvi
43340,Kannonjärvi
63360,Kuivaskylä
70301,Kuopio
74130,Iisalmi
91110,Ii As
97110,Rautiosaari
99340,Raattama
00280,Helsinki
00421,Helsinki
17870,Ruolahti
25501,Perniö
36201,Kangasala
39780,Alaskylä
61120,Louko
63780,Alastaipale
83130,Salokylä
91640,Särkijärvi
95350,Peura
00012,Fujitsu
00581,Helsinki
19250,Syrjäkoski
21570,Sauvo
25870,Dragsfjärd
31250,Teuro
42910,Pihlajavesi
47400,Kausala
52300,Ristiina
52760,Mynttilä
58610,Telakanava
75890,Saramo
88440,Jokikylä
88900,Kuhmo
89800,Suomussalmi Kk
93400,Taivalkoski
50970,Mikkeli
06950,Emäsalo
15840,Lahti
20360,Turku
20701,Turku
28190,Pori
40801,Vaajakoski
44501,Viitasaari
49730,Muurikkala
54800,Savitaipale
61330,Koskenkorva
62435,Pirttinen
69450,Yli-Lesti
73200,Varpaisjärvi
79620,Huutokoski
86110,Parhalahti
00861,Helsinki
02510,Oitmäki
07510,Askola
38910,Ala-Honkajoki
44910,Elämäjärvi
50150,Mikkeli
55330,Tiuruniemi
61600,Jalasjärvi
69980,Möttönen
73670,Luikonlahti
96200,Rovaniemi
99140,Köngäs
00170,Helsinki
02711,Espoo
02970,Espoo
07870,Skinnarby
14450,Rimmilä
31950,Sadonmaa
32440,Alastaro
35601,Halli
39360,Komi
39880,Kihniö As
43430,Väätäiskylä
70400,Kuopio
91200,Yli-Ii
97145,Totonvaara
99400,Enontekiö
99640,Tanhua
00300,Helsinki
00610,Helsinki
17970,Puukkoinen
21381,Aura
25540,Knaapila
36240,Kangasala
44100,Äänekoski
48401,Kotka
68501,Kruunupyy
83160,Tutjunniemi
87910,Linnantaus
88490,Pohjavaara
91700,Vaala
95370,Itäkoski
00015,Otavamedia
19320,Nikkaroinen
21600,Parainen
25910,Vänoxa
26661,Rauma
34410,Murole
52850,Halmeniemi
58650,Kiviapaja
75940,Mujejärvi
92101,Raahe
95770,Lankojärvi
98790,Paloperä
00050,Nets
01830,Lepsämä
04530,Ohkola
10440,Bollsta
10960,Hanko Pohjoinen
16100,Uusikylä
21870,Riihikoski
27320,Ihode
31600,Jokioinen
48210,Kotka
53650,Lappeenranta
59210,Melkoniemi
62620,Ala-Seppä
62901,Alajärvi
68220,Karhi
71745,Haatala
72140,Itä-Karttula
77320,Hurskaala
82160,Oskola
92500,Rantsila
05460,Hyvinkää
05950,Hyvinkää
12380,Leppäkoski
16601,Järvelä
21200,Raisio
38220,Sastamala
60110,Seinäjoki
66420,Ruto
72601,Keitele
77960,Pakarila
86810,Pyhäjärvi
01201,Vantaa
03600,Karkkila
13110,Hämeenlinna
32740,Sastamala
34110,Lakiala
41801,Korpilahti
42300,Jämsänkoski
46750,Liikkala
51760,Nuutilanmäki
66640,Maksamaa
79101,Leppävirta
97340,Meltaus
01451,Vantaa
01650,Vantaa
04240,Talma
28600,Pori
33210,Tampere
36910,Rautajärvi
71260,Juurikkamäki
90501,Oulu
97630,Pekkala
99970,Nuvvus
19600,Hartola
25330,Kuusjoki
29760,Köörtilä
33430,Vuorentausta
37241,Linnavuori
41160,Tikkakoski
51420,Harjumaa
57230,Savonlinna
64510,Nämpnäs
65101,Vaasa
74590,Kurenpolvi
83900,Juuka
90831,Haukipudas
95255,Alaniemi
08350,Lohja
15100,Lahti
15320,Lahti
22240,Hammarland
22840,Lappo
49300,Tavastila
65370,Vaasa
81270,Paukkaja
85100,Kalajoki
85500,Nivala
89760,Piispajärvi
02270,Espoo
06830,Kulloonkylä
15810,Lahti
20321,Turku
28120,Pori
40720,Jyväskylä
44460,Kalaniemi
49700,Miehikkälä
61301,Kurikka
62420,Kortesjärvi
68830,Bäckby
22330,Tjudö
74200,Vieremä
80101,Joensuu
97170,Jaatila
99410,Vuontisjärvi
00310,Helsinki
00441,Helsinki
21420,Lieto
32450,Tammiainen
36270,Kangasala
39930,Karvia
44120,Äänekoski
48600,Kotka
63880,Kukonkylä
68550,Öja
83320,Risti
87950,Kuluntalahti
91710,Jylhämä
95400,Tornio
99650,Sattanen
00621,Helsinki
18100,Heinola
21610,Kirjala
25940,Hiittinen
31340,Porras
40340,Jyväskylä
58690,Ala-Särkilahti
88600,Sotkamo
92130,Raahe
95615,Pekanpää
98810,Lunkkaus
00017,Fennia
00052,Vero
16200,Artjärvi
21880,Pöytyä
26740,Vasarainen
27400,Kiukainen
31610,Vaulammi
34430,Kekkonen
52920,Voikoski
53810,Lappeenranta
59320,Haapaoja
62640,Savonkylä
77350,Montola
82180,Huhtilampi
86470,Lumimetsä
88930,Lentiira
92520,Sipola
95790,Lampsijärvi
01900,Nurmijärvi
05470,Hyvinkää
12401,Tervakoski
16630,Tennilä
38270,Sastamala
41490,Niemisjärvi
60150,Seinäjoki
62940,Hoisko
72211,Tervo
82460,Hummovaara
82760,Hoilola
01260,Vantaa
06100,Porvoo
13130,Hämeenlinna
17240,Kalkkinen
34140,Mutala
38701,Kankaanpää
41840,Moksi
46801,Myllykoski
51810,Maivala
66440,Tervajoki
70781,Kuopio
79140,Kotalahti
01490,Vantaa
04251,Kerava
28610,Pori
32760,Suttila
33230,Tampere
42330,Haavisto
47401,Kausala
52301,Ristiina
66660,Bertby
66930,Kovjoki
71310,Vehmersalmi
90520,Oulu
94720,Kemi
97645,Juujärvi
19430,Pertunmaa
20811,Turku
25190,Pertteli
29100,Luvia
37121,Nokia
51201,Kangasniemi
56140,Äitsaari
57130,Savonlinna
64370,Myrkky
68500,Kruunupyy
70211,Kuopio
83830,Hukkala
90600,Oulu
02820,Espoo
07980,Kuninkaankylä
14810,Tuulos
43720,Kumpulainen
58175,Enonkoski
66295,Töjby
66510,Merikaarto
85820,Oksava
90101,Oulu
93220,Livo
01351,Vantaa
20540,Turku
28370,Pori
49930,Vaalimaa
61440,Untamala
86360,Ilveskorpi
94101,Kemi
97470,Alakylä
06151,Porvoo
07700,Koskenkylän Saha
13900,Pekola
20800,Turku
25160,Tuohittu
28880,Pori
50770,Korpikoski
56101,Ruokolahti
61760,Ilvesjoki
70200,Kuopio
73901,Rautavaara
79830,Palokki
80161,Joensuu
83780,Horsmanaho
90571,Oulu
02781,Espoo
03400,Vihti
07955,Tesjoki
19730,Särkilampi
39590,Tevaniemi
43660,Vastinki
57101,Savonlinna
58150,Makkola
62130,Hellanmaa
64770,Äystö
74740,Aittojärvi
81100,Kontiolahti
99520,Seipäjärvi
00360,Helsinki
00531,Helsinki
02170,Espoo
09120,Karjalohja
15200,Lahti
36601,Pälkäne
40521,Jyväskylä
44250,Äänekoivisto
48800,Kotka
54490,Ahomäki
98600,Kursu
99720,Riipi
00031,Ge
00680,Helsinki
00781,Helsinki
02361,Espoo
27110,Eurajoki
31450,Häntälä
44630,Kumpumäki
88690,Maanselkä
95675,Meltosjärvi
98950,Saija
00101,Helsinki
22130,Gottby
27600,Hinnerjoki
35300,Orivesi
39110,Simuna
54110,Lampikangas
59720,Uukuniemi
62800,Vimpeli
63160,Salmi
72400,Pielavesi
00201,Helsinki
21100,Naantali
21260,Raisio
46230,Valkeala
60511,Hyllykallio
63540,Hernesmaa
78310,Varkaus
82600,Tohmajärvi
82880,Mannervaara
91310,Arkala
04130,Sipoo
13300,Hämeenlinna
18120,Heinola
21480,Prunkila
25650,Strömma
38800,Jämijärvi
41940,Vesanka
46930,Huruksela
51940,Härkälä
58410,Haapakallio
66810,Kimo
70940,Jännevirta
75531,Nurmes
79350,Itä-Soisalo
83430,Käsämä
04350,Nahkela
10211,Inkoo
33311,Tampere
37105,Pakettiautomaatti
47710,Jaala
52550,Hirvensalmi
58770,Pihlajalahti
67300,Kokkola
71570,Syvänniemi
76130,Pieksämäki
95130,Hyryoja
97690,Sulaoja
99871,Inari
01720,Vantaa
04740,Sälinkää
10600,Tammisaari
29600,Noormarkku
29901,Merikarvia
33530,Tampere
37551,Lempäälä
37850,Metsäkansa
41310,Leppävesi
64240,Böle
68370,Ullava
95330,Tervola
97895,Mourujärvi
98350,Tapionniemi
15560,Nastola
20201,Turku
22520,Kastelholm
27820,Säkylä
33821,Tampere
41530,Veneranta
62301,Härmä
65230,Vaasa
65520,Helsingby
81430,Kivilahti
85210,Kähtävä
85730,Tulppo
93187,Ala-Siurua
23120,Mietoinen
23840,Soukainen
28330,Pori
54940,Solkei
66220,Bergö
86301,Oulainen
93601,Kuusamo
97430,Taapajärvi
22160,Mariehamn
00910,Helsinki
02600,Espoo
07601,Myrskylä
13800,Katinala
20761,Piispanristi
50520,Mikkeli
55801,Imatra
61401,Ylistaro
61710,Pentinmäki
64300,Lapväärtti
69660,Köyhäjoki
70111,Kuopio
80141,Joensuu
83720,Kuorevaara
02770,Espoo
07930,Pernaja
14680,Alvettula
19670,Mieskonmäki
35801,Mänttä
39530,Kilvakkala
43560,Vahanka
74300,Sonkajärvi
80790,Kontioranta
83960,Koli
99470,Karesuvanto
00023,Valtioneuvosto
00341,Helsinki
00520,Helsinki
02150,Espoo
08700,Lohja
